0.110073868,0.951212958,0.993480138,0.685360798,2017-03-09T16:01:00.000Z
0.110073868,0.951216314,0.993485919,0.677717417,2017-03-09T16:02:00.000Z
0.110073868,0.951218711,0.993490463,0.684485104,2017-03-09T16:03:00.000Z
0,0.951225421,0.993486706,0.692447786,2017-03-09T16:04:00.000Z
0.110073868,0.951228776,0.993488438,0.685878052,2017-03-09T16:05:00.000Z
0.110073868,0.951233568,0.993488281,0.689951418,2017-03-09T16:06:00.000Z
0.110073868,0.951261832,0.993482658,0.69086438,2017-03-09T16:07:00.000Z
0.110073868,0.951279069,0.993484367,0.72412344,2017-03-09T16:08:00.000Z
0.174462953,0.951320701,0.993485154,0.564552582,2017-03-09T16:09:00.000Z
0.110073868,0.951324049,0.993485919,0.717916751,2017-03-09T16:10:00.000Z
0.110073868,0.951326919,0.993522332,0.54902438,2017-03-09T16:11:00.000Z
0.174462953,0.951366598,0.993496243,0.758395427,2017-03-09T16:12:00.000Z
0.110073868,0.951369465,0.993496401,0.711670547,2017-03-09T16:13:00.000Z
0.110073868,0.951374721,0.993502023,0.586453851,2017-03-09T16:14:00.000Z
0.174462953,0.95137711,0.993500134,0.723573606,2017-03-09T16:15:00.000Z
0.110073868,0.951380931,0.993500607,0.562562876,2017-03-09T16:16:00.000Z
0.330221604,0.951605887,0.993541537,0.807259922,2017-03-09T16:17:00.000Z
0.220147736,0.951907345,0.993544033,0.76064547,2017-03-09T16:18:00.000Z
0.220147736,0.951911597,0.993539963,0.633638865,2017-03-09T16:19:00.000Z
0.110073868,0.951920573,0.993536995,0.698356141,2017-03-09T16:20:00.000Z
0.174462953,0.951923408,0.99353731,0.676148836,2017-03-09T16:21:00.000Z
0.220147736,0.951933798,0.993538726,0.705141733,2017-03-09T16:22:00.000Z
0.174462953,0.951936159,0.993538884,0.686329889,2017-03-09T16:23:00.000Z
0.174462953,0.951938992,0.993539199,0.685186513,2017-03-09T16:24:00.000Z
0.174462953,0.951966372,0.993539041,0.70864535,2017-03-09T16:25:00.000Z
0.220147736,0.951979584,0.993543404,0.70860595,2017-03-09T16:26:00.000Z
0.174462953,0.951982886,0.993547474,0.720692996,2017-03-09T16:27:00.000Z
0.255583607,0.952370051,0.993621331,0.828800983,2017-03-09T16:28:00.000Z
0.110073868,0.952394379,0.993620702,0.554373952,2017-03-09T16:29:00.000Z
0.220147736,0.952398121,0.993623197,0.728429083,2017-03-09T16:30:00.000Z
0.174462953,0.952435522,0.993623197,0.643272961,2017-03-09T16:31:00.000Z
0.284536821,0.95245935,0.993628974,0.687059411,2017-03-09T16:32:00.000Z
0.174462953,0.952462152,0.993628345,0.680815722,2017-03-09T16:33:00.000Z
